catalogNumber,dc:modified,basisOfRecord,institutionCode,collectionCode,associatedMedia,fieldNotes,scientificName,vernacularName,ScrapedName,AnnotatorName,VerbatimDate,identifiedBy,dateIdentified,associatedReferences,dataGeneralizations,identificationRemarks,occurenceRemarks,country,countryCode,stateProvince,county,locality,verbatimLocality,AnnotatorLocality,ScrapeGoatField,"decimal latitude","decimal longitude",geodeticDatum,coordinateUncertaintyInMeters,georeferencedBy,georeferencedDate,Kingdom,Phylum,Class,Order,Family,Genus,Species,EventDate,Day,Month,Year
JHFN3-5-B,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_3.pdf/5?oldid=3615886",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,magpies,magpie,"Feby 13, 1909","Junius Henderson",1909-02-13,,,,,"United States of America",US,,,,"Skunk Canyon","Skunk Canyon, Colorado",,,,,,,,,,,,,,,,,,
JHFN3-5-C,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_3.pdf/5?oldid=3615886",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"long crested jays","Cyanocitta stelleri","Feby 13, 1909","Junius Henderson",1909-02-13,,,,,"United States of America",US,,,,"Skunk Canyon","Skunk Canyon, Colorado",,,,,,,,,,,,,,,,,,
JHFN3-5-D,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_3.pdf/5?oldid=3615886",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,buzzard,Buteo,"Feby 13, 1909","Junius Henderson",1909-02-13,,,,,"United States of America",US,,,,"Skunk Canyon","Skunk Canyon, Colorado",,,,,,,,,,,,,,,,,,
JHFN3-5-E,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_3.pdf/5?oldid=3615886",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,chickadees,Poecile,"Feby 13, 1909","Junius Henderson",1909-02-13,,,,,"United States of America",US,,,,"Skunk Canyon","Skunk Canyon, Colorado",,,,,,,,,,,,,,,,,,
JHFN3-5-F,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_3.pdf/5?oldid=3615886",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,canyon,"Catherpes mexicanus","Feby 13, 1909","Junius Henderson",1909-02-13,,,,,"United States of America",US,,,,"Skunk Canyon","Skunk Canyon, Colorado",,,,,,,,,,,,,,,,,,
JHFN3-5-G,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_3.pdf/5?oldid=3615886",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"winter wren","Troglodytes hiemalis","Feby 13, 1909","Junius Henderson",1909-02-13,,,,,"United States of America",US,,,,"Skunk Canyon","Skunk Canyon, Colorado",,,,,,,,,,,,,,,,,,
JHFN3-5-H,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_3.pdf/5?oldid=3615886",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"pine squirrel",Tamiasciurus,"Feby 13, 1909","Junius Henderson",1909-02-13,,,,,"United States of America",US,,,,"Skunk Canyon","Skunk Canyon, Colorado",,,,,,,,,,,,,,,,,,
JHFN3-5-I,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_3.pdf/5?oldid=3615886",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,junco,"Junco hyemalis","Feby 13, 1909","Junius Henderson",1909-02-13,,,,,"United States of America",US,,,,"Skunk Canyon","Skunk Canyon, Colorado",,,,,,,,,,,,,,,,,,
JHFN3-6-A,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_3.pdf/6?oldid=3615892",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,sparrow,"Spizella arborea","Feby 13, 1909","Junius Henderson",1909-02-13,,,,,"United States of America",US,,,,"Skunk Canyon","Skunk Canyon, Colorado",,,,,,,,,,,,,,,,,,
JHFN3-6-B,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_3.pdf/6?oldid=3615892",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"shore larks","Eremophila alpestris","Wednesday Mch 3, 1909","Junius Henderson",1909-03-03,,,,,"United States of America",US,,,,"Owl Canyon","Owl Creek Canyon, Colorado",,,,,,,,,,,,,,,,,,
JHFN3-6-C,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_3.pdf/6?oldid=3615892",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"red winged blackbirds","Agelaius phoeniceus","Wednesday Mch 3, 1909","Junius Henderson",1909-03-03,,,,,"United States of America",US,,,,"Owl Canyon","Owl Creek Canyon, Colorado",,,,,,,,,,,,,,,,,,
JHFN3-7-A,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_3.pdf/7?oldid=3703436",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,meadowlarks,Sturnella,"March 23, 1909","Junius Henderson",1909-03-23,,,,,"United States of America",US,,,,"Gregory Canyon","Gregory Canyon, Colorado",,,,,,,,,,,,,,,,,,
JHFN3-7-B,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_3.pdf/7?oldid=3703436",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Junco sp.",Junco,"March 23, 1909","Junius Henderson",1909-03-23,,,,,"United States of America",US,,,,"Gregory Canyon","Gregory Canyon, Colorado",,,,,,,,,,,,,,,,,,
JHFN3-7-C,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_3.pdf/7?oldid=3703436",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,nuthatches,Sitta,"March 23, 1909","Junius Henderson",1909-03-23,,,,,"United States of America",US,,,,"Gregory Canyon","Gregory Canyon, Colorado",,,,,,,,,,,,,,,,,,
JHFN3-7-D,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_3.pdf/7?oldid=3703436",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,chipmunk,Tamias,"March 23, 1909","Junius Henderson",1909-03-23,,,,,"United States of America",US,,,,"Gregory Canyon","Gregory Canyon, Colorado",,,,,,,,,,,,,,,,,,
JHFN3-7-E,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_3.pdf/7?oldid=3703436",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,chickadee,Poecile,"March 23, 1909","Junius Henderson",1909-03-23,,,,,"United States of America",US,,,,"Gregory Canyon","Gregory Canyon, Colorado",,,,,,,,,,,,,,,,,,
JHFN3-7-F,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_3.pdf/7?oldid=3703436",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Clarke nutcracker","Nucifraga columbiana","March 23, 1909","Junius Henderson",1909-03-23,,,,,"United States of America",US,,,,"Gregory Canyon","Gregory Canyon, Colorado",,,,,,,,,,,,,,,,,,
JHFN3-7-G,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_3.pdf/7?oldid=3703436",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,nutcrackers,Nucifraga,"March 23, 1909","Junius Henderson",1909-03-23,,,,,"United States of America",US,,,,"bear Canyon","Bear Canyon, Colorado",,,,,,,,,,,,,,,,,,
JHFN3-7-H,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_3.pdf/7?oldid=3703436",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,chickadees,Poecile,"March 23, 1909","Junius Henderson",1909-03-23,,,,,"United States of America",US,,,,"bear Canyon","Bear Canyon, Colorado",,,,,,,,,,,,,,,,,,
JHFN3-7-I,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_3.pdf/7?oldid=3703436",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,nuthatches,nuthatch,"March 23, 1909","Junius Henderson",1909-03-23,,,,,"United States of America",US,,,,"bear Canyon","Bear Canyon, Colorado",,,,,,,,,,,,,,,,,,
JHFN3-7-J,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_3.pdf/7?oldid=3703436",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,chickadee,Poecile,"March 23, 1909","Junius Henderson",1909-03-23,,,,,"United States of America",US,,,,"bear Canyon","Bear Canyon, Colorado",,,,,,,,,,,,,,,,,,
JHFN3-7-K,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_3.pdf/7?oldid=3703436",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,nuthatch,Sitta,"March 23, 1909","Junius Henderson",1909-03-23,,,,,"United States of America",US,,,,"bear Canyon","Bear Canyon, Colorado",,,,,,,,,,,,,,,,,,
JHFN3-8-A,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_3.pdf/8?oldid=3615909",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,chickadee,Poecile,"March 23, 1909","Junius Henderson",1909-03-23,,,,,"United States of America",US,,,,"Skunk Canyon","Skunk Canyon, Colorado",,,,,,,,,,,,,,,,,,
JHFN3-8-B,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_3.pdf/8?oldid=3615909",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,meadowlarks,Sturnella,"March 23, 1909","Junius Henderson",1909-03-23,,,,,"United States of America",US,,,,"Skunk Canyon","Skunk Canyon, Colorado",,,,,,,,,,,,,,,,,,
JHFN3-8-C,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_3.pdf/8?oldid=3615909",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,bluebirds,Sialia,"March 23, 1909","Junius Henderson",1909-03-23,,,,,"United States of America",US,,,,"Skunk Canyon","Skunk Canyon, Colorado",,,,,,,,,,,,,,,,,,
JHFN3-8-D,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_3.pdf/8?oldid=3615909",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,robin,"Turdus migratorius","March 23, 1909","Junius Henderson",1909-03-23,,,,,"United States of America",US,,,,"Skunk Canyon","Skunk Canyon, Colorado",,,,,,,,,,,,,,,,,,
JHFN3-8-E,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_3.pdf/8?oldid=3615909",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Long crested jays","Cyanocitta stelleri","March 23, 1909","Junius Henderson",1909-03-23,,,,,"United States of America",US,,,,"Skunk Canyon","Skunk Canyon, Colorado",,,,,,,,,,,,,,,,,,
JHFN3-8-F,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_3.pdf/8?oldid=3615909",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,magpies,magpie,"March 23, 1909","Junius Henderson",1909-03-23,,,,,"United States of America",US,,,,"Skunk Canyon","Skunk Canyon, Colorado",,,,,,,,,,,,,,,,,,
JHFN3-8-G,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_3.pdf/8?oldid=3615909",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,nutcracker,Nucifraga,"March 23, 1909","Junius Henderson",1909-03-23,,,,,"United States of America",US,,,,"Skunk Canyon","Skunk Canyon, Colorado",,,,,,,,,,,,,,,,,,
JHFN3-9-A,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_3.pdf/9?oldid=3615913",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,nighthawks,"Chordeiles minor","Monday, June 7, 1909","Junius Henderson",1909-06-07,,,,,"United States of America",US,,,,"Presbyterian Church","Presbyterian Church",,,,,,,,,,,,,,,,,,
JHFN3-10-A,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_3.pdf/10?oldid=3615918",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,meadowlarks,Sturnella,"Wednesday, June 9, 1909","Junius Henderson",1909-06-09,,,,,"United States of America",US,,,,Denver,"Denver, Colorado",,,,,,,,,,,,,,,,,,
JHFN3-10-B,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_3.pdf/10?oldid=3615918",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,redwings,"Agelaius phoeniceus","Wednesday, June 9, 1909","Junius Henderson",1909-06-09,,,,,"United States of America",US,,,,Denver,"Denver, Colorado",,,,,,,,,,,,,,,,,,
JHFN3-10-C,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_3.pdf/10?oldid=3615918",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"lark buntings","Calamospiza melanocorys","Wednesday, June 9, 1909","Junius Henderson",1909-06-09,,,,,"United States of America",US,,,,Denver,"Denver, Colorado",,,,,,,,,,,,,,,,,,
JHFN3-10-D,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_3.pdf/10?oldid=3615918",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,kingbirds,Tyrranus,"Wednesday, June 9, 1909","Junius Henderson",1909-06-09,,,,,"United States of America",US,,,,Denver,"Denver, Colorado",,,,,,,,,,,,,,,,,,
JHFN3-10-E,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_3.pdf/10?oldid=3615918",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Barn swallows","Hirundo rustica","Wednesday, June 9, 1909","Junius Henderson",1909-06-09,,,,,"United States of America",US,,,,Denver,"Denver, Colorado",,,,,,,,,,,,,,,,,,
JHFN3-12-A,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_3.pdf/12?oldid=3615925",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"scrub cedar","scrub cedar","June 11, 1909","Junius Henderson",1909-06-11,,,,,"United States of America",US,Utah,,,Tintic,Tintic,,,,,,,,,,,,,,,,,,
JHFN3-13-A,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_3.pdf/13?oldid=3615926",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Tree yuccas","Yucca elata","June 12, 1909","Junius Henderson",1909-06-12,,,,,"United States of America",US,Utah,,,"Barstow, Cali.","Barstow, California",,,,,,,,,,,,,,,,,,
JHFN3-13-B,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_3.pdf/13?oldid=3615926",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"""soapweed""","Yucca glauca","June 12, 1909","Junius Henderson",1909-06-12,,,,,"United States of America",US,Utah,,,"Barstow, Cali.","Barstow, California",,,,,,,,,,,,,,,,,,
JHFN3-14-A,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_3.pdf/14?oldid=3615930",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"sea urchins","sea urchins","June 14, 1909","Junius Henderson",1909-06-14,,,,,"United States of America",US,Utah,,,"Long Beach, Cali.","Long Beach, California",,,,,,,,,,,,,,,,,,
JHFN3-14-B,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_3.pdf/14?oldid=3615930",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Cerithiidae,Cerithiidae,"June 14, 1909","Junius Henderson",1909-06-14,,,,,"United States of America",US,Utah,,,Seaside,"Seaside, California",,,,,,,,,,,,,,,,,,
JHFN3-15-A,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_3.pdf/15?oldid=3615932",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Littorina,Littorina,"June 16, 1909","Junius Henderson",1909-06-16,,,,,"United States of America",US,Utah,,,"Avalon Cali.","Avalon, California",,,,,,,,,,,,,,,,,,
JHFN3-15-B,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_3.pdf/15?oldid=3615932",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Chlorostoma,Chlorostoma,"June 16, 1909","Junius Henderson",1909-06-16,,,,,"United States of America",US,Utah,,,"Avalon Cali.","Avalon, California",,,,,,,,,,,,,,,,,,
JHFN3-16-A,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_3.pdf/16?oldid=3615935",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"limpet spp.",limpet,"June 16, 1909","Junius Henderson",1909-06-16,,,,,"United States of America",US,Utah,,,"Long Beach ","Long Beach, California",,,,,,,,,,,,,,,,,,
JHFN3-16-B,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_3.pdf/16?oldid=3615935",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Littorina sp.",Littorina,"June 16, 1909","Junius Henderson",1909-06-16,,,,,"United States of America",US,Utah,,,"Long Beach ","Long Beach, California",,,,,,,,,,,,,,,,,,
JHFN3-16-C,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_3.pdf/16?oldid=3615935",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Chlorostoma sp.",Chlorostoma,"June 16, 1909","Junius Henderson",1909-06-16,,,,,"United States of America",US,Utah,,,"Long Beach ","Long Beach, California",,,,,,,,,,,,,,,,,,
JHFN3-18-A,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_3.pdf/18?oldid=3615941",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,crabs,crabs,"June 19, 1909","Junius Henderson",1909-06-19,,,,,"United States of America",US,Utah,,,"Point Firman","Point Firman",,,,,,,,,,,,,,,,,,
JHFN3-18-B,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_3.pdf/18?oldid=3615941",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,limpets,limpets,"June 19, 1909","Junius Henderson",1909-06-19,,,,,"United States of America",US,Utah,,,"Point Firman","Point Firman",,,,,,,,,,,,,,,,,,
JHFN3-19-A,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_3.pdf/19?oldid=3616958",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Keyhole Limpets",Fissurellidae,"June 20, 1909","Junius Henderson",1909-06-20,,,,,"United States of America",US,Utah,,,"Portuguese Bend","Portuguese Bend",,,,,,,,,,,,,,,,,,
JHFN3-19-B,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_3.pdf/19?oldid=3616958",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,chitons,Polyplacophora,"June 20, 1909","Junius Henderson",1909-06-20,,,,,"United States of America",US,Utah,,,"Portuguese Bend","Portuguese Bend",,,,,,,,,,,,,,,,,,
JHFN3-19-C,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_3.pdf/19?oldid=3616958",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"black abalones","Haliotis cracherodii","June 20, 1909","Junius Henderson",1909-06-20,,,,,"United States of America",US,Utah,,,"Portuguese Bend","Portuguese Bend",,,,,,,,,,,,,,,,,,
