catalogNumber,dc:modified,basisOfRecord,institutionCode,collectionCode,associatedMedia,fieldNotes,scientificName,vernacularName,ScrapedName,AnnotatorName,VerbatimDate,identifiedBy,dateIdentified,associatedReferences,dataGeneralizations,identificationRemarks,occurenceRemarks,country,countryCode,stateProvince,county,locality,verbatimLocality,AnnotatorLocality,ScrapeGoatField,"decimal latitude","decimal longitude",geodeticDatum,coordinateUncertaintyInMeters,georeferencedBy,georeferencedDate,Kingdom,Phylum,Class,Order,Family,Genus,Species,EventDate,Day,Month,Year
JHFN2-8-D,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_2.pdf/8?oldid=3614625",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Brewer’s blackbirds","Euphagus cyanocephalus","'Thursday June 6, 1907","Junius Henderson",'1907-06-06,,"hene cunicularia|burrowing owl}}, {{taxon|Carduelis tristis|goldfinch}}, {{taxon|Euphagus cyanocephalus|Brewer’s blackbirds}}. Several birds singing about camp whose songs I do not recognize. Retired at 9 p.m.

",,,"United States of America",US,,,,"Owl Canyon","Owl Canyon, Colorado",,,,,,,,,,,,,,,,,,
JHFN2-8-E,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_2.pdf/8?oldid=3614625",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"cliff swallows","Petrochelidon pyrrhonota","'June 7, 1907","Junius Henderson",'1907-06-07,,"3 is a strong gypsum bed which has been quarried. 
Arose at 4:30 a.m. Found {{taxon|Petrochelidon pyrrhonota|cliff swallows}} busy building nests where {{place|Owl Creek, Colorado|Owl Creek}} cuts through ridge No. 1. Nests a little further all finis",,,"United States of America",US,,,,"Owl Canyon","Owl Canyon, Colorado",,,,,,,,,,,,,,,,,,
JHFN2-11-A,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_2.pdf/11?oldid=3607870",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"piñon jays","Gymnorhinus cyanocephalus","'June 8, 1907","Junius Henderson",'1907-06-08,," northwest corner of the quadrangular course of the day’s travel. Saw about 75 {{taxon|Gymnorhinus cyanocephalus|piñon jays}}  flying nearly north. Had a very hard day. It hailed about 10 a.m., immense hailstones falling, with very little rain, so th",,,"United States of America",US,,,,"Cheyenne road","US Rt. 87",,,,,,,,,,,,,,,,,,
JHFN2-11-B,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_2.pdf/11?oldid=3607870",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,cedar,cedar,"'June 8, 1907","Junius Henderson",'1907-06-08,,"10 a.m., immense hailstones falling, with very little rain, so that we kept moderately dry, lying under a low {{taxon|cedar}} which broke the fall of the hailstones. At 2 p.m. it began to hail and rain furiously and kept it up until we reached camp a",,,"United States of America",US,,,,"Cheyenne road","US Rt. 87",,,,,,,,,,,,,,,,,,
JHFN2-12-A,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_2.pdf/12?oldid=3614628",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Brewer blackbird","Euphagus cyanocephalus","'June 8, 1907","Junius Henderson",'1907-06-08,,"t it clouded again at 4:30. Among the most common birds at this camp is the {{taxon|Euphagus cyanocephalus|Brewer blackbird}}. List is as follows: {{taxon|Petrochelidon pyrrhonota|Cliff swallow}}, {{taxon|Tachycineta thalassina|violet green swallow}}",,,"United States of America",US,,,,"Cheyenne road","US Rt. 87",,,,,,,,,,,,,,,,,,
JHFN2-12-B,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_2.pdf/12?oldid=3614628",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Cliff swallow","Petrochelidon pyrrhonota","'June 8, 1907","Junius Henderson",'1907-06-08,,"s the {{taxon|Euphagus cyanocephalus|Brewer blackbird}}. List is as follows: {{taxon|Petrochelidon pyrrhonota|Cliff swallow}}, {{taxon|Tachycineta thalassina|violet green swallow}}, {{taxon|Sialia currucoides|Mt bluebird}}, {{taxon|Buteo|buzzard}}, {",,,"United States of America",US,,,,"Cheyenne road","US Rt. 87",,,,,,,,,,,,,,,,,,
JHFN2-12-C,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_2.pdf/12?oldid=3614628",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"violet green swallow","Tachycineta thalassina","'June 8, 1907","Junius Henderson",'1907-06-08,,". List is as follows: {{taxon|Petrochelidon pyrrhonota|Cliff swallow}}, {{taxon|Tachycineta thalassina|violet green swallow}}, {{taxon|Sialia currucoides|Mt bluebird}}, {{taxon|Buteo|buzzard}}, {{taxon|Buteo jamaicensis|red tailed hawk}}, {{taxon|Eup",,,"United States of America",US,,,,"Cheyenne road","US Rt. 87",,,,,,,,,,,,,,,,,,
JHFN2-12-D,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_2.pdf/12?oldid=3614628",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Mt bluebird","Sialia currucoides","'June 8, 1907","Junius Henderson",'1907-06-08,,"n pyrrhonota|Cliff swallow}}, {{taxon|Tachycineta thalassina|violet green swallow}}, {{taxon|Sialia currucoides|Mt bluebird}}, {{taxon|Buteo|buzzard}}, {{taxon|Buteo jamaicensis|red tailed hawk}}, {{taxon|Euphagus cyanocephalus|Brewer blackbird}}, {{",,,"United States of America",US,,,,"Cheyenne road","US Rt. 87",,,,,,,,,,,,,,,,,,
JHFN2-12-E,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_2.pdf/12?oldid=3614628",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,buzzard,Buteo,"'June 8, 1907","Junius Henderson",'1907-06-08,,"w}}, {{taxon|Tachycineta thalassina|violet green swallow}}, {{taxon|Sialia currucoides|Mt bluebird}}, {{taxon|Buteo|buzzard}}, {{taxon|Buteo jamaicensis|red tailed hawk}}, {{taxon|Euphagus cyanocephalus|Brewer blackbird}}, {{taxon|catbird}}, {{taxon|",,,"United States of America",US,,,,"Cheyenne road","US Rt. 87",,,,,,,,,,,,,,,,,,
JHFN2-12-F,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_2.pdf/12?oldid=3614628",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"red tailed hawk","Buteo jamaicensis","'June 8, 1907","Junius Henderson",'1907-06-08,,"een swallow}}, {{taxon|Sialia currucoides|Mt bluebird}}, {{taxon|Buteo|buzzard}}, {{taxon|Buteo jamaicensis|red tailed hawk}}, {{taxon|Euphagus cyanocephalus|Brewer blackbird}}, {{taxon|catbird}}, {{taxon|Carduelis tristis|goldfinch}}, {{taxon|Melane",,,"United States of America",US,,,,"Cheyenne road","US Rt. 87",,,,,,,,,,,,,,,,,,
JHFN2-12-G,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_2.pdf/12?oldid=3614628",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Brewer blackbird","Euphagus cyanocephalus","'June 8, 1907","Junius Henderson",'1907-06-08,,"rd}}, {{taxon|Buteo|buzzard}}, {{taxon|Buteo jamaicensis|red tailed hawk}}, {{taxon|Euphagus cyanocephalus|Brewer blackbird}}, {{taxon|catbird}}, {{taxon|Carduelis tristis|goldfinch}}, {{taxon|Melanerpes erythrocephalus|red head (sic) woodpecker}}, {",,,"United States of America",US,,,,"Cheyenne road","US Rt. 87",,,,,,,,,,,,,,,,,,
JHFN2-12-H,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_2.pdf/12?oldid=3614628",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,catbird,catbird,"'June 8, 1907","Junius Henderson",'1907-06-08,,"|buzzard}}, {{taxon|Buteo jamaicensis|red tailed hawk}}, {{taxon|Euphagus cyanocephalus|Brewer blackbird}}, {{taxon|catbird}}, {{taxon|Carduelis tristis|goldfinch}}, {{taxon|Melanerpes erythrocephalus|red head (sic) woodpecker}}, {{taxon|Molothrus|co",,,"United States of America",US,,,,"Cheyenne road","US Rt. 87",,,,,,,,,,,,,,,,,,
JHFN2-12-I,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_2.pdf/12?oldid=3614628",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,goldfinch,"Carduelis tristis","'June 8, 1907","Junius Henderson",'1907-06-08,,"ed tailed hawk}}, {{taxon|Euphagus cyanocephalus|Brewer blackbird}}, {{taxon|catbird}}, {{taxon|Carduelis tristis|goldfinch}}, {{taxon|Melanerpes erythrocephalus|red head (sic) woodpecker}}, {{taxon|Molothrus|cowbird}}, {{taxon|Aeronautes saxatalis|w",,,"United States of America",US,,,,"Cheyenne road","US Rt. 87",,,,,,,,,,,,,,,,,,
JHFN2-12-J,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_2.pdf/12?oldid=3614628",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"red head (sic) woodpecker","Melanerpes erythrocephalus","'June 8, 1907","Junius Henderson",'1907-06-08,,"d}}, {{taxon|catbird}}, {{taxon|Carduelis tristis|goldfinch}}, {{taxon|Melanerpes erythrocephalus|red head (sic) woodpecker}}, {{taxon|Molothrus|cowbird}}, {{taxon|Aeronautes saxatalis|white throated swift}}, {{taxon|Dendroica aestiva|yellow warbler}",,,"United States of America",US,,,,"Cheyenne road","US Rt. 87",,,,,,,,,,,,,,,,,,
JHFN2-12-K,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_2.pdf/12?oldid=3614628",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,cowbird,Molothrus,"'June 8, 1907","Junius Henderson",'1907-06-08,,"on|Carduelis tristis|goldfinch}}, {{taxon|Melanerpes erythrocephalus|red head (sic) woodpecker}}, {{taxon|Molothrus|cowbird}}, {{taxon|Aeronautes saxatalis|white throated swift}}, {{taxon|Dendroica aestiva|yellow warbler}}, {{taxon|Colaptes|flicker}}",,,"United States of America",US,,,,"Cheyenne road","US Rt. 87",,,,,,,,,,,,,,,,,,
JHFN2-12-L,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_2.pdf/12?oldid=3614628",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"white throated swift","Aeronautes saxatalis","'June 8, 1907","Junius Henderson",'1907-06-08,,"erythrocephalus|red head (sic) woodpecker}}, {{taxon|Molothrus|cowbird}}, {{taxon|Aeronautes saxatalis|white throated swift}}, {{taxon|Dendroica aestiva|yellow warbler}}, {{taxon|Colaptes|flicker}}, {{taxon|Turdus migratorius|robins}}, {{taxon|Agelai",,,"United States of America",US,,,,"Cheyenne road","US Rt. 87",,,,,,,,,,,,,,,,,,
JHFN2-12-M,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_2.pdf/12?oldid=3614628",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"yellow warbler","Dendroica aestiva","'June 8, 1907","Junius Henderson",'1907-06-08,," {{taxon|Molothrus|cowbird}}, {{taxon|Aeronautes saxatalis|white throated swift}}, {{taxon|Dendroica aestiva|yellow warbler}}, {{taxon|Colaptes|flicker}}, {{taxon|Turdus migratorius|robins}}, {{taxon|Agelaius phoeniceus|red wing blackbird}}, {{taxon|",,,"United States of America",US,,,,"Cheyenne road","US Rt. 87",,,,,,,,,,,,,,,,,,
JHFN2-12-N,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_2.pdf/12?oldid=3614628",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,flicker,Colaptes,"'June 8, 1907","Junius Henderson",'1907-06-08,,", {{taxon|Aeronautes saxatalis|white throated swift}}, {{taxon|Dendroica aestiva|yellow warbler}}, {{taxon|Colaptes|flicker}}, {{taxon|Turdus migratorius|robins}}, {{taxon|Agelaius phoeniceus|red wing blackbird}}, {{taxon|Dendroica townsendi,|Townsen",,,"United States of America",US,,,,"Cheyenne road","US Rt. 87",,,,,,,,,,,,,,,,,,
JHFN2-12-O,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_2.pdf/12?oldid=3614628",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,robins,"Turdus migratorius","'June 8, 1907","Junius Henderson",'1907-06-08,,"throated swift}}, {{taxon|Dendroica aestiva|yellow warbler}}, {{taxon|Colaptes|flicker}}, {{taxon|Turdus migratorius|robins}}, {{taxon|Agelaius phoeniceus|red wing blackbird}}, {{taxon|Dendroica townsendi,|Townsend warbler}}, {{taxon|Sturnella|meadow",,,"United States of America",US,,,,"Cheyenne road","US Rt. 87",,,,,,,,,,,,,,,,,,
JHFN2-12-P,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_2.pdf/12?oldid=3614628",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"red wing blackbird","Agelaius phoeniceus","'June 8, 1907","Junius Henderson",'1907-06-08,," warbler}}, {{taxon|Colaptes|flicker}}, {{taxon|Turdus migratorius|robins}}, {{taxon|Agelaius phoeniceus|red wing blackbird}}, {{taxon|Dendroica townsendi,|Townsend warbler}}, {{taxon|Sturnella|meadowlark}}, {{taxon|Salpinctes obsoletus|rock wren}}, ",,,"United States of America",US,,,,"Cheyenne road","US Rt. 87",,,,,,,,,,,,,,,,,,
JHFN2-12-Q,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_2.pdf/12?oldid=3614628",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Townsend warbler","Dendroica townsendi,","'June 8, 1907","Junius Henderson",'1907-06-08,,"urdus migratorius|robins}}, {{taxon|Agelaius phoeniceus|red wing blackbird}}, {{taxon|Dendroica townsendi,|Townsend warbler}}, {{taxon|Sturnella|meadowlark}}, {{taxon|Salpinctes obsoletus|rock wren}}, {{taxon|Cinchlus|dipper}}, {{taxon|Icterus bulloc",,,"United States of America",US,,,,"Cheyenne road","US Rt. 87",,,,,,,,,,,,,,,,,,
