catalogNumber,dc:modified,basisOfRecord,institutionCode,collectionCode,associatedMedia,fieldNotes,scientificName,vernacularName,ScrapedName,AnnotatorName,VerbatimDate,identifiedBy,dateIdentified,associatedReferences,dataGeneralizations,identificationRemarks,occurenceRemarks,country,countryCode,stateProvince,county,locality,verbatimLocality,AnnotatorLocality,ScrapeGoatField,"decimal latitude","decimal longitude",geodeticDatum,coordinateUncertaintyInMeters,georeferencedBy,georeferencedDate,Kingdom,Phylum,Class,Order,Family,Genus,Species,EventDate,Day,Month,Year
JHFN1-6-A,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/6?oldid=3575072",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,magpies,Magpies,"'July 31","Junius Henderson",'1905-07-31,,"/6?oldid=3575072}}

were {{taxon|Magpies|magpies}}, and a few {{taxon|Red-winged Blackbird|redwing b",,,"United States of America",US,Colo,,,"Colo. Springs","Colorado Springs, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-6-B,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/6?oldid=3575072",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"redwing blackbirds","Red-winged Blackbird","'July 31","Junius Henderson",'1905-07-31,," {{taxon|Red-winged Blackbird|redwing blackbirds}} and many {{taxon|Zenaida macroura|Mourning Doves}",,,"United States of America",US,Colo,,,"Colo. Springs","Colorado Springs, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-6-C,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/6?oldid=3575072",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Mourning Doves","Zenaida macroura","'July 31","Junius Henderson",'1905-07-31,,"and many {{taxon|Zenaida macroura|Mourning Doves}}. Left {{place|Colorado Springs, Colorado|Colo. Sp",,,"United States of America",US,Colo,,,"Colo. Springs","Colorado Springs, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-6-D,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/6?oldid=3575072",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Dippers,Dipper,"'July 31","Junius Henderson",'1905-07-31,,", climbing rapidly. 

Saw {{taxon|Dipper|Dippers}} soon after entering the granite gorge. More open ",,,"United States of America",US,Colo,,,Manitou,"Manitou Springs, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-6-E,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/6?oldid=3575072",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Prairie dog","Prairie Dog","'July 31","Junius Henderson",'1905-07-31,,"do|Estes Park}}. {{taxon|Prairie Dog|Prairie dog}} town between {{place|Green Mountain Falls, Colora",,,"United States of America",US,Colo,,,"Estes Park","Estes Park, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-6-F,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/6?oldid=3575072",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Aspens,"Populus tremuloides","'July 31","Junius Henderson",'1905-07-31,,"leaf pines. 

{{taxon|Populus tremuloides|Aspens}} appeared at 8400 ft. Probably a northern plant, h",,,"United States of America",US,Colo,,,"Woodland Park","Woodland Park, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-7-A,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/7?oldid=3616326",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Spruces,Picea,"'July 31","Junius Henderson",'1905-07-31,,"_1.djvu/7?oldid=3616326}}

{{taxon|Picea|Spruces}} also appeared at 8400 or 8500 ft. {{taxon|Prairie",,,"United States of America",US,Colo,,,Boulder,"Boulder, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-7-B,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/7?oldid=3616326",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Prairie dog","Prairie Dog","'July 31","Junius Henderson",'1905-07-31,,"8400 or 8500 ft. {{taxon|Prairie Dog|Prairie dog}} again at Edlowe 8950 ft. Top of divide between S.",,,"United States of America",US,Colo,,,Boulder,"Boulder, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-7-C,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/7?oldid=3616326",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,magpie,Magpies,"'July 31","Junius Henderson",'1905-07-31,,"d spruces 9200 ft. alt. 1 {{taxon|Magpies|magpie}} here. {{taxon|Ipomopsis_aggregata|Red Gilia}} and",,,"United States of America",US,Colo,,,Boulder,"Boulder, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-7-D,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/7?oldid=3616326",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Red Gilia",Ipomopsis_aggregata,"'July 31","Junius Henderson",'1905-07-31,,"ie}} here. {{taxon|Ipomopsis_aggregata|Red Gilia}} and {{taxon|Cleome serrulata|Cleome}} here with {",,,"United States of America",US,Colo,,,Boulder,"Boulder, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-7-E,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/7?oldid=3616326",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Cleome,"Cleome serrulata","'July 31","Junius Henderson",'1905-07-31,,"|Red Gilia}} and {{taxon|Cleome serrulata|Cleome}} here with {{taxon|Potentilla fruticosa|Potentilla",,,"United States of America",US,Colo,,,Boulder,"Boulder, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-7-F,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/7?oldid=3616326",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Potentilla fruticosa","Potentilla fruticosa","'July 31","Junius Henderson",'1905-07-31,,"{taxon|Potentilla fruticosa|Potentilla fruticosa}}. At {{place|Florissant, Colorado|Florissant}} {{t",,,"United States of America",US,Colo,,,Boulder,"Boulder, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-7-G,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/7?oldid=3616326",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Lark buntings","Calamospiza melanocorys","'July 31","Junius Henderson",'1905-07-31,,"}} {{taxon|Calamospiza melanocorys|Lark buntings}}, {{taxon|Sialia currucoides|Mt. Bluebirds}}, {{ta",,,"United States of America",US,Colo,,,Florissant,"Florissant, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-7-H,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/7?oldid=3616326",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Mt. Bluebirds","Sialia currucoides","'July 31","Junius Henderson",'1905-07-31,,"ings}}, {{taxon|Sialia currucoides|Mt. Bluebirds}}, {{taxon|Petrochelidon pyrrhonota|cliff swallows}",,,"United States of America",US,Colo,,,Florissant,"Florissant, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-7-I,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/7?oldid=3616326",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"cliff swallows","Petrochelidon pyrrhonota","'July 31","Junius Henderson",'1905-07-31,," {{taxon|Petrochelidon pyrrhonota|cliff swallows}}, {{taxon|Hirundo rustica|barn swallows}}, {{taxon",,,"United States of America",US,Colo,,,Florissant,"Florissant, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-7-J,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/7?oldid=3616326",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"barn swallows","Hirundo rustica","'July 31","Junius Henderson",'1905-07-31,,"wallows}}, {{taxon|Hirundo rustica|barn swallows}}, {{taxon|Euphagus cyanocephalus|Brewer blackbird}",,,"United States of America",US,Colo,,,Florissant,"Florissant, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-7-K,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/7?oldid=3616326",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Brewer blackbird","Euphagus cyanocephalus","'July 31","Junius Henderson",'1905-07-31,," {{taxon|Euphagus cyanocephalus|Brewer blackbird}}, {{taxon|Chondestes grammacus|lark sparrows}}, {{",,,"United States of America",US,Colo,,,Florissant,"Florissant, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-7-L,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/7?oldid=3616326",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"lark sparrows","Chondestes grammacus","'July 31","Junius Henderson",'1905-07-31,,"rd}}, {{taxon|Chondestes grammacus|lark sparrows}}, {{taxon|Colaptes auratus|Flickers}}, {{taxon|Pas",,,"United States of America",US,Colo,,,Florissant,"Florissant, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-7-M,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/7?oldid=3616326",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Flickers,"Colaptes auratus","'July 31","Junius Henderson",'1905-07-31,,"rk sparrows}}, {{taxon|Colaptes auratus|Flickers}}, {{taxon|Passer domesticus|Eng sparrows}}.

Stati",,,"United States of America",US,Colo,,,Florissant,"Florissant, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-7-N,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/7?oldid=3616326",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Eng sparrows","Passer domesticus","'July 31","Junius Henderson",'1905-07-31,,"ickers}}, {{taxon|Passer domesticus|Eng sparrows}}.

Station 2

Lava dyke at N.E. Cor. of town very ",,,"United States of America",US,Colo,,,Florissant,"Florissant, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-7-O,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/7?oldid=3616326",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Prairie dogs","Prairie Dog","'July 31","Junius Henderson",'1905-07-31,,"c ash and sand. {{taxon|Prairie Dog|Prairie dogs}} at {{place|Florissant, Colorado|Florissant}} 8100",,,"United States of America",US,Colo,,,Florissant,"Florissant, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-9-A,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/9?oldid=3614101",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,flickers,"Colaptes auratus","'Aug. 2","Junius Henderson",'1905-08-02,,"morning. Heard {{taxon|Colaptes auratus|flickers}} calling and {{taxon|Euphagus cyanocephalus|Brewer",,,"United States of America",US,Colorado,,,"Florissant, Colorado","Florissant, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-9-B,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/9?oldid=3614101",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Brewer’s blackbirds","Euphagus cyanocephalus","'Aug. 2","Junius Henderson",'1905-08-02,,"taxon|Euphagus cyanocephalus|Brewer’s blackbirds}} singing as I worked. 

	Station 4. RR out just ar",,,"United States of America",US,Colorado,,,"Florissant, Colorado","Florissant, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-11-A,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/11?oldid=3575106",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,western,"Sialia mexicana","'Aug. 3","Junius Henderson",'1905-08-03,," here are either {{taxon|Sialia mexicana|western}} or {{taxon|Sialia mexicana bairdi|chestnut backed",,,"United States of America",US,Colorado,,,"Florissant, Colorado","Florissant, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-11-B,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/11?oldid=3575106",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"chestnut backed","Sialia mexicana bairdi","'Aug. 3","Junius Henderson",'1905-08-03,,"r {{taxon|Sialia mexicana bairdi|chestnut backed}}, instead of {{taxon|Sialia currucoides|mountain b",,,"United States of America",US,Colorado,,,"Florissant, Colorado","Florissant, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-11-C,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/11?oldid=3575106",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"mountain bluebirds","Sialia currucoides","'Aug. 3","Junius Henderson",'1905-08-03,,"of {{taxon|Sialia currucoides|mountain bluebirds}}. Saw a {{taxon|Circus cyaneus|Marsh Hawk}}, {{tax",,,"United States of America",US,Colorado,,,"Florissant, Colorado","Florissant, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-11-D,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/11?oldid=3575106",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Marsh Hawk","Circus cyaneus","'Aug. 3","Junius Henderson",'1905-08-03,,"birds}}. Saw a {{taxon|Circus cyaneus|Marsh Hawk}}, {{taxon|Sayornis saya|Say Phoebe}} and {{taxon| ",,,"United States of America",US,Colorado,,,"Florissant, Colorado","Florissant, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-11-E,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/11?oldid=3575106",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Say Phoebe","Sayornis saya","'Aug. 3","Junius Henderson",'1905-08-03,,"s|Marsh Hawk}}, {{taxon|Sayornis saya|Say Phoebe}} and {{taxon| Tachycineta thalassina|Sv. g. swallo",,,"United States of America",US,Colorado,,,"Florissant, Colorado","Florissant, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-11-F,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/11?oldid=3575106",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Sv. g. swallow"," Tachycineta thalassina","'Aug. 3","Junius Henderson",'1905-08-03,,"d {{taxon| Tachycineta thalassina|Sv. g. swallow}}, {{taxon| Cyanocitta stelleri|long crested jay}}.",,,"United States of America",US,Colorado,,,"Florissant, Colorado","Florissant, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-11-G,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/11?oldid=3575106",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"long crested jay"," Cyanocitta stelleri","'Aug. 3","Junius Henderson",'1905-08-03,,"}, {{taxon| Cyanocitta stelleri|long crested jay}}. Started down to {{place|Lake George, Colorado|La",,,"United States of America",US,Colorado,,,"Florissant, Colorado","Florissant, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-11-H,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/11?oldid=3575106",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,caddis," Trichoptera","'Aug. 3","Junius Henderson",'1905-08-03,," 15 years ago, found {{taxon| Trichoptera|caddis}} larva. Also found {{taxon| Lymnaea|Limnaea}} simi",,,"United States of America",US,Colorado,,,"Lake George","Lake George, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-11-I,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/11?oldid=3575106",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Limnaea," Lymnaea","'Aug. 3","Junius Henderson",'1905-08-03,,"dis}} larva. Also found {{taxon| Lymnaea|Limnaea}} similar to those from Meeker, in great abundance,",,,"United States of America",US,Colorado,,,"Lake George","Lake George, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-11-J,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/11?oldid=3575106",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Physa," Physa","'Aug. 3","Junius Henderson",'1905-08-03,,"do|Twin Creek}} found a few {{taxon| Physa|Physa}}, smooth like {{taxon|Physella_acuta|P. integra}},",,,"United States of America",US,Colorado,,,"Twin Creek","Twin Creek, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-11-K,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/11?oldid=3575106",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"P. integra",Physella_acuta,"'Aug. 3","Junius Henderson",'1905-08-03,,"}, smooth like {{taxon|Physella_acuta|P. integra}}, lying on the gravel, very hard to see. The {{tax",,,"United States of America",US,Colorado,,,"Twin Creek","Twin Creek, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-11-L,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/11?oldid=3575106",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Limnaea," Lymnaea","'Aug. 3","Junius Henderson",'1905-08-03,,", very hard to see. The {{taxon| Lymnaea|Limnaea}} were on the muddy bottom of the delta, nearly all",,,"United States of America",US,Colorado,,,"Twin Creek","Twin Creek, Colorado",,,,,,,,,,,,,,,,,,
