catalogNumber,dc:modified,basisOfRecord,institutionCode,collectionCode,associatedMedia,fieldNotes,scientificName,vernacularName,ScrapedName,AnnotatorName,VerbatimDate,identifiedBy,dateIdentified,associatedReferences,dataGeneralizations,identificationRemarks,occurenceRemarks,country,countryCode,stateProvince,county,locality,verbatimLocality,AnnotatorLocality,ScrapeGoatField,"decimal latitude","decimal longitude",geodeticDatum,coordinateUncertaintyInMeters,georeferencedBy,georeferencedDate,Kingdom,Phylum,Class,Order,Family,Genus,Species,EventDate,Day,Month,Year
JHFN1-4-A,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/4?oldid=3614103",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,pine,Pinus,"'July 31","Junius Henderson",'1905-07-31,,"th hills capped by hard horizontal rocks. Further north recognized Niobrara Ridge, Dakota Ridge and Triassic Ridge to the west of the RR. In one place, rocks like Boulder Red Rocks – possibly a short resistant zone in the Jura. Apparently the oaks are southern species pushing northward from {{place|New Mexico}}, hence occupying dry positions, while the {{taxon|Pinus|pine}}s,

{{#from|title=Page:Field Notes of Junius Henderson, Notebook 1.djvu/5|uri=http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/5?oldid=3581173}}

pushing out from the mountains seek more moist situations, but a little further south the {{taxon|Pinus|pine}}s mingle with the {{taxon|Quercus|oak}}s in dryer situations and also appear on rock",,,"United States of America",US,Colo,,,"New Mexico","New Mexico",,,,,,,,,,,,,,,,,,
JHFN1-5-A,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/5?oldid=3581173",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,pine,Pinus,"'July 31","Junius Henderson",'1905-07-31,," {{place|New Mexico}}, hence occupying dry positions, while the {{taxon|Pinus|pine}}s,

{{#from|title=Page:Field Notes of Junius Henderson, Notebook 1.djvu/5|uri=http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/5?oldid=3581173}}

pushing out from the mountains seek more moist situations, but a little further south the {{taxon|Pinus|pine}}s mingle with the {{taxon|Quercus|oak}}s in dryer situations and also appear on rocky ridges, as at {{place|Boulder, Colorado|Boulder}}. The oak line is sharply drawn. They do not encroach at all upon the lower part of the valleys which are open brush less meadows with occasional sharply defined patches of oak brush. A few miles before reaching {{place|Palmer Lake, Colorad",,,"United States of America",US,Colo,,,"New Mexico","New Mexico",,,,,,,,,,,,,,,,,,
JHFN1-5-B,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/5?oldid=3581173",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,oak,Quercus,"'July 31","Junius Henderson",'1905-07-31,,"dry positions, while the {{taxon|Pinus|pine}}s,

{{#from|title=Page:Field Notes of Junius Henderson, Notebook 1.djvu/5|uri=http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/5?oldid=3581173}}

pushing out from the mountains seek more moist situations, but a little further south the {{taxon|Pinus|pine}}s mingle with the {{taxon|Quercus|oak}}s in dryer situations and also appear on rocky ridges, as at {{place|Boulder, Colorado|Boulder}}. The oak line is sharply drawn. They do not encroach at all upon the lower part of the valleys which are open brush less meadows with occasional sharply defined patches of oak brush. A few miles before reaching {{place|Palmer Lake, Colorado|Palmer Lake}} trees disappear to some",,,"United States of America",US,Colo,,,"New Mexico","New Mexico",,,,,,,,,,,,,,,,,,
JHFN1-6-A,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/6?oldid=3575072",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,magpies,Magpies,"'July 31","Junius Henderson",'1905-07-31,,"hills, but does not seem an attractive place. The foothills appear to be Dakota sandstone. Only birds recognized to {{place|Colorado Springs, Colorado|Colo. Springs}}

{{#from|title=Page:Field Notes of Junius Henderson, Notebook 1.djvu/6|uri=http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/6?oldid=3575072}}

were {{taxon|Magpies|magpies}}, and a few {{taxon|Red-winged Blackbird|redwing blackbirds}} and many {{taxon|Zenaida macroura|Mourning Doves}}. Left {{place|Colorado Springs, Colorado|Colo. Springs}} at 12:20, 50 minutes late. Seats all filled. Did not dine but got a little fruit. From {{place|Manitou Springs, Colorado|Manitou}} we traveled through what appeared to be Paleozoic rocks below the Jura Tri",,,"United States of America",US,Colo,,,"Colo. Springs","Colorado Springs, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-6-B,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/6?oldid=3575072",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"redwing blackbirds","Red-winged Blackbird","'July 31","Junius Henderson",'1905-07-31,,"ppear to be Dakota sandstone. Only birds recognized to {{place|Colorado Springs, Colorado|Colo. Springs}}

{{#from|title=Page:Field Notes of Junius Henderson, Notebook 1.djvu/6|uri=http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/6?oldid=3575072}}

were {{taxon|Magpies|magpies}}, and a few {{taxon|Red-winged Blackbird|redwing blackbirds}} and many {{taxon|Zenaida macroura|Mourning Doves}}. Left {{place|Colorado Springs, Colorado|Colo. Springs}} at 12:20, 50 minutes late. Seats all filled. Did not dine but got a little fruit. From {{place|Manitou Springs, Colorado|Manitou}} we traveled through what appeared to be Paleozoic rocks below the Jura Trias. The Paleozoic, if such, resting upon granite, which grani",,,"United States of America",US,Colo,,,"Colo. Springs","Colorado Springs, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-6-C,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/6?oldid=3575072",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Mourning Doves","Zenaida macroura","'July 31","Junius Henderson",'1905-07-31,," to {{place|Colorado Springs, Colorado|Colo. Springs}}

{{#from|title=Page:Field Notes of Junius Henderson, Notebook 1.djvu/6|uri=http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/6?oldid=3575072}}

were {{taxon|Magpies|magpies}}, and a few {{taxon|Red-winged Blackbird|redwing blackbirds}} and many {{taxon|Zenaida macroura|Mourning Doves}}. Left {{place|Colorado Springs, Colorado|Colo. Springs}} at 12:20, 50 minutes late. Seats all filled. Did not dine but got a little fruit. From {{place|Manitou Springs, Colorado|Manitou}} we traveled through what appeared to be Paleozoic rocks below the Jura Trias. The Paleozoic, if such, resting upon granite, which granite continued from then on, climbing rapidly. 

Saw ",,,"United States of America",US,Colo,,,"Colo. Springs","Colorado Springs, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-6-D,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/6?oldid=3575072",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Dippers,Dipper,"'July 31","Junius Henderson",'1905-07-31,,"Springs, Colorado|Colo. Springs}} at 12:20, 50 minutes late. Seats all filled. Did not dine but got a little fruit. From {{place|Manitou Springs, Colorado|Manitou}} we traveled through what appeared to be Paleozoic rocks below the Jura Trias. The Paleozoic, if such, resting upon granite, which granite continued from then on, climbing rapidly. 

Saw {{taxon|Dipper|Dippers}} soon after entering the granite gorge. More open above {{place|Cascade, Colorado|Cascade}} alt 7500. 15 miles from Colo. Springs closes in again near {{place|Green Mountain Falls, Colorado|Green Mountain Falls}} but continued even more meadowy beyond there like {{place|Estes Park, Colorado|Estes Park}}. {{taxon|Prairie Dog|Prairie dog}} town between {{place|Green Mountain",,,"United States of America",US,Colo,,,Manitou,"Manitou Springs, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-6-E,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/6?oldid=3575072",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Prairie dog","Prairie Dog","'July 31","Junius Henderson",'1905-07-31,,"idly. 

Saw {{taxon|Dipper|Dippers}} soon after entering the granite gorge. More open above {{place|Cascade, Colorado|Cascade}} alt 7500. 15 miles from Colo. Springs closes in again near {{place|Green Mountain Falls, Colorado|Green Mountain Falls}} but continued even more meadowy beyond there like {{place|Estes Park, Colorado|Estes Park}}. {{taxon|Prairie Dog|Prairie dog}} town between {{place|Green Mountain Falls, Colorado|Green Mt. Falls}} and {{place|Woodland Park, Colorado|Woodland Park}} about 8000 ft., occurring even among the long leaf pines. 

{{taxon|Populus tremuloides|Aspens}} appeared at 8400 ft. Probably a northern plant, hence not found as low here as at {{place|Boulder, Colorado|Boulder}}.

{{#from|title=Page:Field Notes of J",,,"United States of America",US,Colo,,,"Estes Park","Estes Park, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-6-F,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/6?oldid=3575072",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Aspens,"Populus tremuloides","'July 31","Junius Henderson",'1905-07-31,,"lorado|Green Mountain Falls}} but continued even more meadowy beyond there like {{place|Estes Park, Colorado|Estes Park}}. {{taxon|Prairie Dog|Prairie dog}} town between {{place|Green Mountain Falls, Colorado|Green Mt. Falls}} and {{place|Woodland Park, Colorado|Woodland Park}} about 8000 ft., occurring even among the long leaf pines. 

{{taxon|Populus tremuloides|Aspens}} appeared at 8400 ft. Probably a northern plant, hence not found as low here as at {{place|Boulder, Colorado|Boulder}}.

{{#from|title=Page:Field Notes of Junius Henderson, Notebook 1.djvu/7|uri=http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/7?oldid=3616326}}

{{taxon|Picea|Spruces}} also appeared at 8400 or 8500 ft. {{taxon|Prairie Dog",,,"United States of America",US,Colo,,,"Woodland Park","Woodland Park, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-7-A,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/7?oldid=3616326",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Spruces,Picea,"'July 31","Junius Henderson",'1905-07-31,,"ong leaf pines. 

{{taxon|Populus tremuloides|Aspens}} appeared at 8400 ft. Probably a northern plant, hence not found as low here as at {{place|Boulder, Colorado|Boulder}}.

{{#from|title=Page:Field Notes of Junius Henderson, Notebook 1.djvu/7|uri=http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/7?oldid=3616326}}

{{taxon|Picea|Spruces}} also appeared at 8400 or 8500 ft. {{taxon|Prairie Dog|Prairie dog}} again at Edlowe 8950 ft. Top of divide between S. Platte and Arkansas drainage open and rolling along RR with scattered groves of pines and spruces 9200 ft. alt. 1 {{taxon|Magpies|magpie}} here. {{taxon|Ipomopsis_aggregata|Red Gilia}} and {{taxon|Cleome serrulata|Cleome}} here with {{taxon|Potentilla frut",,,"United States of America",US,Colo,,,Boulder,"Boulder, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-7-B,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/7?oldid=3616326",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Prairie dog","Prairie Dog","'July 31","Junius Henderson",'1905-07-31,,"400 ft. Probably a northern plant, hence not found as low here as at {{place|Boulder, Colorado|Boulder}}.

{{#from|title=Page:Field Notes of Junius Henderson, Notebook 1.djvu/7|uri=http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/7?oldid=3616326}}

{{taxon|Picea|Spruces}} also appeared at 8400 or 8500 ft. {{taxon|Prairie Dog|Prairie dog}} again at Edlowe 8950 ft. Top of divide between S. Platte and Arkansas drainage open and rolling along RR with scattered groves of pines and spruces 9200 ft. alt. 1 {{taxon|Magpies|magpie}} here. {{taxon|Ipomopsis_aggregata|Red Gilia}} and {{taxon|Cleome serrulata|Cleome}} here with {{taxon|Potentilla fruticosa|Potentilla fruticosa}}. At {{place|Florissant, Colorado|Floris",,,"United States of America",US,Colo,,,Boulder,"Boulder, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-7-C,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/7?oldid=3616326",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,magpie,Magpies,"'July 31","Junius Henderson",'1905-07-31,,"n.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/7?oldid=3616326}}

{{taxon|Picea|Spruces}} also appeared at 8400 or 8500 ft. {{taxon|Prairie Dog|Prairie dog}} again at Edlowe 8950 ft. Top of divide between S. Platte and Arkansas drainage open and rolling along RR with scattered groves of pines and spruces 9200 ft. alt. 1 {{taxon|Magpies|magpie}} here. {{taxon|Ipomopsis_aggregata|Red Gilia}} and {{taxon|Cleome serrulata|Cleome}} here with {{taxon|Potentilla fruticosa|Potentilla fruticosa}}. At {{place|Florissant, Colorado|Florissant}} {{taxon|Calamospiza melanocorys|Lark buntings}}, {{taxon|Sialia currucoides|Mt. Bluebirds}}, {{taxon|Petrochelidon pyrrhonota|cliff swallows}}, {{taxon|Hirundo rustica|barn swallows}",,,"United States of America",US,Colo,,,Boulder,"Boulder, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-7-D,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/7?oldid=3616326",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Red Gilia",Ipomopsis_aggregata,"'July 31","Junius Henderson",'1905-07-31,,"us_Henderson,_Notebook_1.djvu/7?oldid=3616326}}

{{taxon|Picea|Spruces}} also appeared at 8400 or 8500 ft. {{taxon|Prairie Dog|Prairie dog}} again at Edlowe 8950 ft. Top of divide between S. Platte and Arkansas drainage open and rolling along RR with scattered groves of pines and spruces 9200 ft. alt. 1 {{taxon|Magpies|magpie}} here. {{taxon|Ipomopsis_aggregata|Red Gilia}} and {{taxon|Cleome serrulata|Cleome}} here with {{taxon|Potentilla fruticosa|Potentilla fruticosa}}. At {{place|Florissant, Colorado|Florissant}} {{taxon|Calamospiza melanocorys|Lark buntings}}, {{taxon|Sialia currucoides|Mt. Bluebirds}}, {{taxon|Petrochelidon pyrrhonota|cliff swallows}}, {{taxon|Hirundo rustica|barn swallows}}, {{taxon|Euphagus cyanocephalus|Brewer black",,,"United States of America",US,Colo,,,Boulder,"Boulder, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-7-E,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/7?oldid=3616326",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Cleome,"Cleome serrulata","'July 31","Junius Henderson",'1905-07-31,,"3616326}}

{{taxon|Picea|Spruces}} also appeared at 8400 or 8500 ft. {{taxon|Prairie Dog|Prairie dog}} again at Edlowe 8950 ft. Top of divide between S. Platte and Arkansas drainage open and rolling along RR with scattered groves of pines and spruces 9200 ft. alt. 1 {{taxon|Magpies|magpie}} here. {{taxon|Ipomopsis_aggregata|Red Gilia}} and {{taxon|Cleome serrulata|Cleome}} here with {{taxon|Potentilla fruticosa|Potentilla fruticosa}}. At {{place|Florissant, Colorado|Florissant}} {{taxon|Calamospiza melanocorys|Lark buntings}}, {{taxon|Sialia currucoides|Mt. Bluebirds}}, {{taxon|Petrochelidon pyrrhonota|cliff swallows}}, {{taxon|Hirundo rustica|barn swallows}}, {{taxon|Euphagus cyanocephalus|Brewer blackbird}}, {{taxon|Chondestes grammacus|l",,,"United States of America",US,Colo,,,Boulder,"Boulder, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-7-F,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/7?oldid=3616326",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Potentilla fruticosa","Potentilla fruticosa","'July 31","Junius Henderson",'1905-07-31,,"00 ft. {{taxon|Prairie Dog|Prairie dog}} again at Edlowe 8950 ft. Top of divide between S. Platte and Arkansas drainage open and rolling along RR with scattered groves of pines and spruces 9200 ft. alt. 1 {{taxon|Magpies|magpie}} here. {{taxon|Ipomopsis_aggregata|Red Gilia}} and {{taxon|Cleome serrulata|Cleome}} here with {{taxon|Potentilla fruticosa|Potentilla fruticosa}}. At {{place|Florissant, Colorado|Florissant}} {{taxon|Calamospiza melanocorys|Lark buntings}}, {{taxon|Sialia currucoides|Mt. Bluebirds}}, {{taxon|Petrochelidon pyrrhonota|cliff swallows}}, {{taxon|Hirundo rustica|barn swallows}}, {{taxon|Euphagus cyanocephalus|Brewer blackbird}}, {{taxon|Chondestes grammacus|lark sparrows}}, {{taxon|Colaptes auratus|Flickers}}, {{taxon|P",,,"United States of America",US,Colo,,,Boulder,"Boulder, Colorado",,,,,,,,,,,,,,,,,,
