catalogNumber,dc:modified,basisOfRecord,institutionCode,collectionCode,associatedMedia,fieldNotes,scientificName,vernacularName,ScrapedName,AnnotatorName,VerbatimDate,identifiedBy,dateIdentified,associatedReferences,dataGeneralizations,identificationRemarks,occurenceRemarks,country,countryCode,stateProvince,county,locality,verbatimLocality,AnnotatorLocality,ScrapeGoatField,"decimal latitude","decimal longitude",geodeticDatum,coordinateUncertaintyInMeters,georeferencedBy,georeferencedDate,Kingdom,Phylum,Class,Order,Family,Genus,Species,EventDate,Day,Month,Year
JHFN3-5-B,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_3.pdf/5?oldid=3615886",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,magpies,magpie,"'Feby 13, 1909","Junius Henderson",'1909-02-13,,"|Green Mt.}} Via {{place|Skunk Canyon, Colorado|Skunk Canyon}} at 9:30 a.m. Saw only usual number of {{taxon|magpie|magpies}} and {{taxon|Cyanocitta stelleri|long crested jays}}, one {{taxon|Buteo|buzzard}}, a few {{taxon|Poecile|chickadees}} one {{t",,,"United States of America",US,,,,"Skunk Canyon","Skunk Canyon, Colorado",,,,,,,,,,,,,,,,,,
JHFN3-5-C,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_3.pdf/5?oldid=3615886",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"long crested jays","Cyanocitta stelleri","'Feby 13, 1909","Junius Henderson",'1909-02-13,,"k Canyon}} at 9:30 a.m. Saw only usual number of {{taxon|magpie|magpies}} and {{taxon|Cyanocitta stelleri|long crested jays}}, one {{taxon|Buteo|buzzard}}, a few {{taxon|Poecile|chickadees}} one {{taxon|Catherpes mexicanus|canyon}} or {{taxon|Troglod",,,"United States of America",US,,,,"Skunk Canyon","Skunk Canyon, Colorado",,,,,,,,,,,,,,,,,,
JHFN3-5-D,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_3.pdf/5?oldid=3615886",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,buzzard,Buteo,"'Feby 13, 1909","Junius Henderson",'1909-02-13,,"nly usual number of {{taxon|magpie|magpies}} and {{taxon|Cyanocitta stelleri|long crested jays}}, one {{taxon|Buteo|buzzard}}, a few {{taxon|Poecile|chickadees}} one {{taxon|Catherpes mexicanus|canyon}} or {{taxon|Troglodytes hiemalis|winter wren}} a",,,"United States of America",US,,,,"Skunk Canyon","Skunk Canyon, Colorado",,,,,,,,,,,,,,,,,,
JHFN3-5-E,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_3.pdf/5?oldid=3615886",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,chickadees,Poecile,"'Feby 13, 1909","Junius Henderson",'1909-02-13,,"agpies}} and {{taxon|Cyanocitta stelleri|long crested jays}}, one {{taxon|Buteo|buzzard}}, a few {{taxon|Poecile|chickadees}} one {{taxon|Catherpes mexicanus|canyon}} or {{taxon|Troglodytes hiemalis|winter wren}} and one {{taxon|Tamiasciurus|pine squ",,,"United States of America",US,,,,"Skunk Canyon","Skunk Canyon, Colorado",,,,,,,,,,,,,,,,,,
JHFN3-5-F,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_3.pdf/5?oldid=3615886",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,canyon,"Catherpes mexicanus","'Feby 13, 1909","Junius Henderson",'1909-02-13,,"long crested jays}}, one {{taxon|Buteo|buzzard}}, a few {{taxon|Poecile|chickadees}} one {{taxon|Catherpes mexicanus|canyon}} or {{taxon|Troglodytes hiemalis|winter wren}} and one {{taxon|Tamiasciurus|pine squirrel}}. Robbins shot the squirrel. Not a",,,"United States of America",US,,,,"Skunk Canyon","Skunk Canyon, Colorado",,,,,,,,,,,,,,,,,,
JHFN3-5-G,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_3.pdf/5?oldid=3615886",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"winter wren","Troglodytes hiemalis","'Feby 13, 1909","Junius Henderson",'1909-02-13,,"}}, a few {{taxon|Poecile|chickadees}} one {{taxon|Catherpes mexicanus|canyon}} or {{taxon|Troglodytes hiemalis|winter wren}} and one {{taxon|Tamiasciurus|pine squirrel}}. Robbins shot the squirrel. Not a {{taxon|Junco hyemalis|junco}}, tree 

{{#fro",,,"United States of America",US,,,,"Skunk Canyon","Skunk Canyon, Colorado",,,,,,,,,,,,,,,,,,
JHFN3-5-H,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_3.pdf/5?oldid=3615886",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"pine squirrel",Tamiasciurus,"'Feby 13, 1909","Junius Henderson",'1909-02-13,,"taxon|Catherpes mexicanus|canyon}} or {{taxon|Troglodytes hiemalis|winter wren}} and one {{taxon|Tamiasciurus|pine squirrel}}. Robbins shot the squirrel. Not a {{taxon|Junco hyemalis|junco}}, tree 

{{#from|title=Page:Field Notes of Junius Henderson,",,,"United States of America",US,,,,"Skunk Canyon","Skunk Canyon, Colorado",,,,,,,,,,,,,,,,,,
JHFN3-5-I,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_3.pdf/5?oldid=3615886",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,junco,"Junco hyemalis","'Feby 13, 1909","Junius Henderson",'1909-02-13,,"s|winter wren}} and one {{taxon|Tamiasciurus|pine squirrel}}. Robbins shot the squirrel. Not a {{taxon|Junco hyemalis|junco}}, tree 

{{#from|title=Page:Field Notes of Junius Henderson, Notebook 3.pdf/6|uri=http://en.wikisource.org/wiki/Page:Field_No",,,"United States of America",US,,,,"Skunk Canyon","Skunk Canyon, Colorado",,,,,,,,,,,,,,,,,,
JHFN3-6-A,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_3.pdf/6?oldid=3615892",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,sparrow,"Spizella arborea","'Feby 13, 1909","Junius Henderson",'1909-02-13,,"ikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_3.pdf/6?oldid=3615892}}

{{taxon|Spizella arborea|sparrow}} or any other species. At noon it began snowing and continued till we reached home at 2 p.m. and balance of day.

",,,"United States of America",US,,,,"Skunk Canyon","Skunk Canyon, Colorado",,,,,,,,,,,,,,,,,,
JHFN3-6-B,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_3.pdf/6?oldid=3615892",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"shore larks","Eremophila alpestris","'Wednesday Mch 3, 1909","Junius Henderson",'1909-03-03,,"'s at 7:30 a.m., for {{place|Owl Creek Canyon, Colorado|Owl Canyon}}. Saw numerous {{taxon|Eremophila alpestris|shore larks}} and {{taxon|Agelaius phoeniceus|red winged blackbirds}}. Examined gypsum, found section thus in the Lykins:
Limestone cappin",,,"United States of America",US,,,,"Owl Canyon","Owl Creek Canyon, Colorado",,,,,,,,,,,,,,,,,,
JHFN3-6-C,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_3.pdf/6?oldid=3615892",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"red winged blackbirds","Agelaius phoeniceus","'Wednesday Mch 3, 1909","Junius Henderson",'1909-03-03,,"Owl Canyon}}. Saw numerous {{taxon|Eremophila alpestris|shore larks}} and {{taxon|Agelaius phoeniceus|red winged blackbirds}}. Examined gypsum, found section thus in the Lykins:
Limestone capping escarpment

{{#from|title=Page:Field Notes of Junius H",,,"United States of America",US,,,,"Owl Canyon","Owl Creek Canyon, Colorado",,,,,,,,,,,,,,,,,,
JHFN3-7-A,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_3.pdf/7?oldid=3703436",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,meadowlarks,Sturnella,"'March 23, 1909","Junius Henderson",'1909-03-23,," clouds. I started alone up {{place|Gregory Canyon, Colorado|Gregory Canyon}}at 7:30 a.m. Six {{taxon|Sturnella|meadowlarks}} before reaching mouth of canyon. Saw {{taxon|Junco|Junco sp.}} at mouth of {{place|Gregory Canyon, Colorado|Gregory Canyon}}",,,"United States of America",US,,,,"Gregory Canyon","Gregory Canyon, Colorado",,,,,,,,,,,,,,,,,,
JHFN3-7-B,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_3.pdf/7?oldid=3703436",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Junco sp.",Junco,"'March 23, 1909","Junius Henderson",'1909-03-23,,"egory Canyon}}at 7:30 a.m. Six {{taxon|Sturnella|meadowlarks}} before reaching mouth of canyon. Saw {{taxon|Junco|Junco sp.}} at mouth of {{place|Gregory Canyon, Colorado|Gregory Canyon}}. Further up saw {{taxon|Sitta|nuthatches}} and took a {{taxon|",,,"United States of America",US,,,,"Gregory Canyon","Gregory Canyon, Colorado",,,,,,,,,,,,,,,,,,
JHFN3-7-C,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_3.pdf/7?oldid=3703436",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,nuthatches,Sitta,"'March 23, 1909","Junius Henderson",'1909-03-23,,"on|Junco|Junco sp.}} at mouth of {{place|Gregory Canyon, Colorado|Gregory Canyon}}. Further up saw {{taxon|Sitta|nuthatches}} and took a {{taxon|Tamias|chipmunk}} and {{taxon|Poecile|chickadee}}. Saw a {{taxon|Nucifraga columbiana|Clarke nutcracker}}",,,"United States of America",US,,,,"Gregory Canyon","Gregory Canyon, Colorado",,,,,,,,,,,,,,,,,,
JHFN3-7-D,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_3.pdf/7?oldid=3703436",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,chipmunk,Tamias,"'March 23, 1909","Junius Henderson",'1909-03-23,,"ace|Gregory Canyon, Colorado|Gregory Canyon}}. Further up saw {{taxon|Sitta|nuthatches}} and took a {{taxon|Tamias|chipmunk}} and {{taxon|Poecile|chickadee}}. Saw a {{taxon|Nucifraga columbiana|Clarke nutcracker}}. Passed over the divide into {{place",,,"United States of America",US,,,,"Gregory Canyon","Gregory Canyon, Colorado",,,,,,,,,,,,,,,,,,
JHFN3-7-E,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_3.pdf/7?oldid=3703436",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,chickadee,Poecile,"'March 23, 1909","Junius Henderson",'1909-03-23,,"gory Canyon}}. Further up saw {{taxon|Sitta|nuthatches}} and took a {{taxon|Tamias|chipmunk}} and {{taxon|Poecile|chickadee}}. Saw a {{taxon|Nucifraga columbiana|Clarke nutcracker}}. Passed over the divide into {{place|Bear Canyon, Colorado|bear Cany",,,"United States of America",US,,,,"Gregory Canyon","Gregory Canyon, Colorado",,,,,,,,,,,,,,,,,,
JHFN3-7-F,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_3.pdf/7?oldid=3703436",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Clarke nutcracker","Nucifraga columbiana","'March 23, 1909","Junius Henderson",'1909-03-23,," and took a {{taxon|Tamias|chipmunk}} and {{taxon|Poecile|chickadee}}. Saw a {{taxon|Nucifraga columbiana|Clarke nutcracker}}. Passed over the divide into {{place|Bear Canyon, Colorado|bear Canyon}}, where {{taxon|Nucifraga|nutcrackers}} were plentif",,,"United States of America",US,,,,"Gregory Canyon","Gregory Canyon, Colorado",,,,,,,,,,,,,,,,,,
JHFN3-7-G,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_3.pdf/7?oldid=3703436",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,nutcrackers,Nucifraga,"'March 23, 1909","Junius Henderson",'1909-03-23,," nutcracker}}. Passed over the divide into {{place|Bear Canyon, Colorado|bear Canyon}}, where {{taxon|Nucifraga|nutcrackers}} were plentiful, as well as {{taxon|Poecile|chickadees}} and {{taxon|nuthatch|nuthatches}}. Shot another {{taxon|Poecile|chic",,,"United States of America",US,,,,"bear Canyon","Bear Canyon, Colorado",,,,,,,,,,,,,,,,,,
JHFN3-7-H,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_3.pdf/7?oldid=3703436",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,chickadees,Poecile,"'March 23, 1909","Junius Henderson",'1909-03-23,,"Canyon, Colorado|bear Canyon}}, where {{taxon|Nucifraga|nutcrackers}} were plentiful, as well as {{taxon|Poecile|chickadees}} and {{taxon|nuthatch|nuthatches}}. Shot another {{taxon|Poecile|chickadee}} and {{taxon|Sitta|nuthatch}}. 

{{#from|title=Pa",,,"United States of America",US,,,,"bear Canyon","Bear Canyon, Colorado",,,,,,,,,,,,,,,,,,
JHFN3-7-I,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_3.pdf/7?oldid=3703436",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,nuthatches,nuthatch,"'March 23, 1909","Junius Henderson",'1909-03-23,,"ere {{taxon|Nucifraga|nutcrackers}} were plentiful, as well as {{taxon|Poecile|chickadees}} and {{taxon|nuthatch|nuthatches}}. Shot another {{taxon|Poecile|chickadee}} and {{taxon|Sitta|nuthatch}}. 

{{#from|title=Page:Field Notes of Junius Henderson",,,"United States of America",US,,,,"bear Canyon","Bear Canyon, Colorado",,,,,,,,,,,,,,,,,,
JHFN3-7-J,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_3.pdf/7?oldid=3703436",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,chickadee,Poecile,"'March 23, 1909","Junius Henderson",'1909-03-23,,"lentiful, as well as {{taxon|Poecile|chickadees}} and {{taxon|nuthatch|nuthatches}}. Shot another {{taxon|Poecile|chickadee}} and {{taxon|Sitta|nuthatch}}. 

{{#from|title=Page:Field Notes of Junius Henderson, Notebook 3.pdf/8|uri=http://en.wikisourc",,,"United States of America",US,,,,"bear Canyon","Bear Canyon, Colorado",,,,,,,,,,,,,,,,,,
JHFN3-7-K,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_3.pdf/7?oldid=3703436",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,nuthatch,Sitta,"'March 23, 1909","Junius Henderson",'1909-03-23,,"Poecile|chickadees}} and {{taxon|nuthatch|nuthatches}}. Shot another {{taxon|Poecile|chickadee}} and {{taxon|Sitta|nuthatch}}. 

{{#from|title=Page:Field Notes of Junius Henderson, Notebook 3.pdf/8|uri=http://en.wikisource.org/wiki/Page:Field_Notes_o",,,"United States of America",US,,,,"bear Canyon","Bear Canyon, Colorado",,,,,,,,,,,,,,,,,,
JHFN3-8-A,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_3.pdf/8?oldid=3615909",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,chickadee,Poecile,"'March 23, 1909","Junius Henderson",'1909-03-23,,"olorado|Bear canyon}}  and over into {{place|Skunk Canyon, Colorado|Skunk Canyon}} where I shot a {{taxon|Poecile|chickadee}} of the other species. Just south of town  heard 3 more {{taxon|Sturnella|meadowlarks}}  and saw 2 {{taxon|Sialia|bluebirds}}",,,"United States of America",US,,,,"Skunk Canyon","Skunk Canyon, Colorado",,,,,,,,,,,,,,,,,,
JHFN3-8-B,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_3.pdf/8?oldid=3615909",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,meadowlarks,Sturnella,"'March 23, 1909","Junius Henderson",'1909-03-23,,"e I shot a {{taxon|Poecile|chickadee}} of the other species. Just south of town  heard 3 more {{taxon|Sturnella|meadowlarks}}  and saw 2 {{taxon|Sialia|bluebirds}} and one {{taxon|Turdus migratorius|robin}}. {{taxon|Cyanocitta stelleri|Long crested j",,,"United States of America",US,,,,"Skunk Canyon","Skunk Canyon, Colorado",,,,,,,,,,,,,,,,,,
JHFN3-8-C,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_3.pdf/8?oldid=3615909",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,bluebirds,Sialia,"'March 23, 1909","Junius Henderson",'1909-03-23,," of the other species. Just south of town  heard 3 more {{taxon|Sturnella|meadowlarks}}  and saw 2 {{taxon|Sialia|bluebirds}} and one {{taxon|Turdus migratorius|robin}}. {{taxon|Cyanocitta stelleri|Long crested jays}} all along the route but {{taxon|",,,"United States of America",US,,,,"Skunk Canyon","Skunk Canyon, Colorado",,,,,,,,,,,,,,,,,,
JHFN3-8-D,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_3.pdf/8?oldid=3615909",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,robin,"Turdus migratorius","'March 23, 1909","Junius Henderson",'1909-03-23,,"heard 3 more {{taxon|Sturnella|meadowlarks}}  and saw 2 {{taxon|Sialia|bluebirds}} and one {{taxon|Turdus migratorius|robin}}. {{taxon|Cyanocitta stelleri|Long crested jays}} all along the route but {{taxon|magpie|magpies}} only in {{place|Skunk Cany",,,"United States of America",US,,,,"Skunk Canyon","Skunk Canyon, Colorado",,,,,,,,,,,,,,,,,,
JHFN3-8-E,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_3.pdf/8?oldid=3615909",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Long crested jays","Cyanocitta stelleri","'March 23, 1909","Junius Henderson",'1909-03-23,," saw 2 {{taxon|Sialia|bluebirds}} and one {{taxon|Turdus migratorius|robin}}. {{taxon|Cyanocitta stelleri|Long crested jays}} all along the route but {{taxon|magpie|magpies}} only in {{place|Skunk Canyon, Colorado|Skunk Canyon}}. Juncos only at mouth",,,"United States of America",US,,,,"Skunk Canyon","Skunk Canyon, Colorado",,,,,,,,,,,,,,,,,,
