catalogNumber,dc:modified,basisOfRecord,institutionCode,collectionCode,associatedMedia,fieldNotes,scientificName,vernacularName,ScrapedName,AnnotatorName,VerbatimDate,identifiedBy,dateIdentified,associatedReferences,dataGeneralizations,identificationRemarks,occurenceRemarks,country,countryCode,stateProvince,county,locality,verbatimLocality,AnnotatorLocality,ScrapeGoatField,"decimal latitude","decimal longitude",geodeticDatum,coordinateUncertaintyInMeters,georeferencedBy,georeferencedDate,Kingdom,Phylum,Class,Order,Family,Genus,Species,EventDate,Day,Month,Year
JHFN1-4-A,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/4?oldid=3614103",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,pine,Pinus,"'July 31","Junius Henderson",'1905-07-31,,"e southern species pushing northward from {{place|New Mexico}}, hence occupying dry positions, while the {{taxon|Pinus|pine}}s,

{{#from|title=Page:Field Notes of Junius Henderson, Notebook 1.djvu/5|uri=http://en.wikisource.org/wiki/Page:Field_Notes_",,,"United States of America",US,Colo,,,"New Mexico","New Mexico",,,,,,,,,,,,,,,,,,
JHFN1-5-A,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/5?oldid=3581173",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,pine,Pinus,"'July 31","Junius Henderson",'1905-07-31,,"did=3581173}}

pushing out from the mountains seek more moist situations, but a little further south the {{taxon|Pinus|pine}}s mingle with the {{taxon|Quercus|oak}}s in dryer situations and also appear on rocky ridges, as at {{place|Boulder, Colorado",,,"United States of America",US,Colo,,,"New Mexico","New Mexico",,,,,,,,,,,,,,,,,,
JHFN1-5-B,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/5?oldid=3581173",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,oak,Quercus,"'July 31","Junius Henderson",'1905-07-31,,"ntains seek more moist situations, but a little further south the {{taxon|Pinus|pine}}s mingle with the {{taxon|Quercus|oak}}s in dryer situations and also appear on rocky ridges, as at {{place|Boulder, Colorado|Boulder}}. The oak line is sharply dra",,,"United States of America",US,Colo,,,"New Mexico","New Mexico",,,,,,,,,,,,,,,,,,
JHFN1-6-A,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/6?oldid=3575072",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,magpies,Magpies,"'July 31","Junius Henderson",'1905-07-31,,"n.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/6?oldid=3575072}}

were {{taxon|Magpies|magpies}}, and a few {{taxon|Red-winged Blackbird|redwing blackbirds}} and many {{taxon|Zenaida macroura|Mourning Doves}}. Left {{plac",,,"United States of America",US,Colo,,,"Colo. Springs","Colorado Springs, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-6-B,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/6?oldid=3575072",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"redwing blackbirds","Red-winged Blackbird","'July 31","Junius Henderson",'1905-07-31,,"otebook_1.djvu/6?oldid=3575072}}

were {{taxon|Magpies|magpies}}, and a few {{taxon|Red-winged Blackbird|redwing blackbirds}} and many {{taxon|Zenaida macroura|Mourning Doves}}. Left {{place|Colorado Springs, Colorado|Colo. Springs}} at 12:20, 50 min",,,"United States of America",US,Colo,,,"Colo. Springs","Colorado Springs, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-6-C,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/6?oldid=3575072",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Mourning Doves","Zenaida macroura","'July 31","Junius Henderson",'1905-07-31,,"ies|magpies}}, and a few {{taxon|Red-winged Blackbird|redwing blackbirds}} and many {{taxon|Zenaida macroura|Mourning Doves}}. Left {{place|Colorado Springs, Colorado|Colo. Springs}} at 12:20, 50 minutes late. Seats all filled. Did not dine but got a",,,"United States of America",US,Colo,,,"Colo. Springs","Colorado Springs, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-6-D,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/6?oldid=3575072",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Dippers,Dipper,"'July 31","Junius Henderson",'1905-07-31,,"eozoic, if such, resting upon granite, which granite continued from then on, climbing rapidly. 

Saw {{taxon|Dipper|Dippers}} soon after entering the granite gorge. More open above {{place|Cascade, Colorado|Cascade}} alt 7500. 15 miles from Colo. Spr",,,"United States of America",US,Colo,,,Manitou,"Manitou Springs, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-6-E,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/6?oldid=3575072",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Prairie dog","Prairie Dog","'July 31","Junius Henderson",'1905-07-31,,"ut continued even more meadowy beyond there like {{place|Estes Park, Colorado|Estes Park}}. {{taxon|Prairie Dog|Prairie dog}} town between {{place|Green Mountain Falls, Colorado|Green Mt. Falls}} and {{place|Woodland Park, Colorado|Woodland Park}} ab",,,"United States of America",US,Colo,,,"Estes Park","Estes Park, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-6-F,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/6?oldid=3575072",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Aspens,"Populus tremuloides","'July 31","Junius Henderson",'1905-07-31,,"rk, Colorado|Woodland Park}} about 8000 ft., occurring even among the long leaf pines. 

{{taxon|Populus tremuloides|Aspens}} appeared at 8400 ft. Probably a northern plant, hence not found as low here as at {{place|Boulder, Colorado|Boulder}}.

{{#f",,,"United States of America",US,Colo,,,"Woodland Park","Woodland Park, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-7-A,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/7?oldid=3616326",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Spruces,Picea,"'July 31","Junius Henderson",'1905-07-31,,"ttp://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/7?oldid=3616326}}

{{taxon|Picea|Spruces}} also appeared at 8400 or 8500 ft. {{taxon|Prairie Dog|Prairie dog}} again at Edlowe 8950 ft. Top of divide between S. Platte",,,"United States of America",US,Colo,,,Boulder,"Boulder, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-7-B,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/7?oldid=3616326",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Prairie dog","Prairie Dog","'July 31","Junius Henderson",'1905-07-31,,"otebook_1.djvu/7?oldid=3616326}}

{{taxon|Picea|Spruces}} also appeared at 8400 or 8500 ft. {{taxon|Prairie Dog|Prairie dog}} again at Edlowe 8950 ft. Top of divide between S. Platte and Arkansas drainage open and rolling along RR with scattered grov",,,"United States of America",US,Colo,,,Boulder,"Boulder, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-7-C,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/7?oldid=3616326",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,magpie,Magpies,"'July 31","Junius Henderson",'1905-07-31,,"kansas drainage open and rolling along RR with scattered groves of pines and spruces 9200 ft. alt. 1 {{taxon|Magpies|magpie}} here. {{taxon|Ipomopsis_aggregata|Red Gilia}} and {{taxon|Cleome serrulata|Cleome}} here with {{taxon|Potentilla fruticosa|P",,,"United States of America",US,Colo,,,Boulder,"Boulder, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-7-D,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/7?oldid=3616326",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Red Gilia",Ipomopsis_aggregata,"'July 31","Junius Henderson",'1905-07-31,," scattered groves of pines and spruces 9200 ft. alt. 1 {{taxon|Magpies|magpie}} here. {{taxon|Ipomopsis_aggregata|Red Gilia}} and {{taxon|Cleome serrulata|Cleome}} here with {{taxon|Potentilla fruticosa|Potentilla fruticosa}}. At {{place|Florissant, ",,,"United States of America",US,Colo,,,Boulder,"Boulder, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-7-E,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/7?oldid=3616326",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Cleome,"Cleome serrulata","'July 31","Junius Henderson",'1905-07-31,," 9200 ft. alt. 1 {{taxon|Magpies|magpie}} here. {{taxon|Ipomopsis_aggregata|Red Gilia}} and {{taxon|Cleome serrulata|Cleome}} here with {{taxon|Potentilla fruticosa|Potentilla fruticosa}}. At {{place|Florissant, Colorado|Florissant}} {{taxon|Calamosp",,,"United States of America",US,Colo,,,Boulder,"Boulder, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-7-F,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/7?oldid=3616326",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Potentilla fruticosa","Potentilla fruticosa","'July 31","Junius Henderson",'1905-07-31,,"sis_aggregata|Red Gilia}} and {{taxon|Cleome serrulata|Cleome}} here with {{taxon|Potentilla fruticosa|Potentilla fruticosa}}. At {{place|Florissant, Colorado|Florissant}} {{taxon|Calamospiza melanocorys|Lark buntings}}, {{taxon|Sialia currucoides|Mt",,,"United States of America",US,Colo,,,Boulder,"Boulder, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-7-G,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/7?oldid=3616326",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Lark buntings","Calamospiza melanocorys","'July 31","Junius Henderson",'1905-07-31,,"ruticosa|Potentilla fruticosa}}. At {{place|Florissant, Colorado|Florissant}} {{taxon|Calamospiza melanocorys|Lark buntings}}, {{taxon|Sialia currucoides|Mt. Bluebirds}}, {{taxon|Petrochelidon pyrrhonota|cliff swallows}}, {{taxon|Hirundo rustica|barn",,,"United States of America",US,Colo,,,Florissant,"Florissant, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-7-H,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/7?oldid=3616326",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Mt. Bluebirds","Sialia currucoides","'July 31","Junius Henderson",'1905-07-31,,"Florissant, Colorado|Florissant}} {{taxon|Calamospiza melanocorys|Lark buntings}}, {{taxon|Sialia currucoides|Mt. Bluebirds}}, {{taxon|Petrochelidon pyrrhonota|cliff swallows}}, {{taxon|Hirundo rustica|barn swallows}}, {{taxon|Euphagus cyanocephalus|",,,"United States of America",US,Colo,,,Florissant,"Florissant, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-7-I,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/7?oldid=3616326",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"cliff swallows","Petrochelidon pyrrhonota","'July 31","Junius Henderson",'1905-07-31,,"za melanocorys|Lark buntings}}, {{taxon|Sialia currucoides|Mt. Bluebirds}}, {{taxon|Petrochelidon pyrrhonota|cliff swallows}}, {{taxon|Hirundo rustica|barn swallows}}, {{taxon|Euphagus cyanocephalus|Brewer blackbird}}, {{taxon|Chondestes grammacus|la",,,"United States of America",US,Colo,,,Florissant,"Florissant, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-7-J,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/7?oldid=3616326",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"barn swallows","Hirundo rustica","'July 31","Junius Henderson",'1905-07-31,,"ialia currucoides|Mt. Bluebirds}}, {{taxon|Petrochelidon pyrrhonota|cliff swallows}}, {{taxon|Hirundo rustica|barn swallows}}, {{taxon|Euphagus cyanocephalus|Brewer blackbird}}, {{taxon|Chondestes grammacus|lark sparrows}}, {{taxon|Colaptes auratus|F",,,"United States of America",US,Colo,,,Florissant,"Florissant, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-7-K,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/7?oldid=3616326",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Brewer blackbird","Euphagus cyanocephalus","'July 31","Junius Henderson",'1905-07-31,,"lidon pyrrhonota|cliff swallows}}, {{taxon|Hirundo rustica|barn swallows}}, {{taxon|Euphagus cyanocephalus|Brewer blackbird}}, {{taxon|Chondestes grammacus|lark sparrows}}, {{taxon|Colaptes auratus|Flickers}}, {{taxon|Passer domesticus|Eng sparrows}}",,,"United States of America",US,Colo,,,Florissant,"Florissant, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-7-L,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/7?oldid=3616326",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"lark sparrows","Chondestes grammacus","'July 31","Junius Henderson",'1905-07-31,,"undo rustica|barn swallows}}, {{taxon|Euphagus cyanocephalus|Brewer blackbird}}, {{taxon|Chondestes grammacus|lark sparrows}}, {{taxon|Colaptes auratus|Flickers}}, {{taxon|Passer domesticus|Eng sparrows}}.

Station 2

Lava dyke at N.E. Cor. of town v",,,"United States of America",US,Colo,,,Florissant,"Florissant, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-7-M,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/7?oldid=3616326",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Flickers,"Colaptes auratus","'July 31","Junius Henderson",'1905-07-31,,"|Euphagus cyanocephalus|Brewer blackbird}}, {{taxon|Chondestes grammacus|lark sparrows}}, {{taxon|Colaptes auratus|Flickers}}, {{taxon|Passer domesticus|Eng sparrows}}.

Station 2

Lava dyke at N.E. Cor. of town very badly shattered and weathered bre",,,"United States of America",US,Colo,,,Florissant,"Florissant, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-7-N,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/7?oldid=3616326",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Eng sparrows","Passer domesticus","'July 31","Junius Henderson",'1905-07-31,,", {{taxon|Chondestes grammacus|lark sparrows}}, {{taxon|Colaptes auratus|Flickers}}, {{taxon|Passer domesticus|Eng sparrows}}.

Station 2

Lava dyke at N.E. Cor. of town very badly shattered and weathered breaking into rather flat, irregular pieces, ",,,"United States of America",US,Colo,,,Florissant,"Florissant, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-7-O,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/7?oldid=3616326",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Prairie dogs","Prairie Dog","'July 31","Junius Henderson",'1905-07-31,,"point N.W. of hotel in several strata immediately beneath strata of volcanic ash and sand. {{taxon|Prairie Dog|Prairie dogs}} at {{place|Florissant, Colorado|Florissant}} 8100 ft. 

Station 3

Up first gulch W and N of Station 1.

{{#from|title=Page:",,,"United States of America",US,Colo,,,Florissant,"Florissant, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-9-A,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/9?oldid=3614101",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,flickers,"Colaptes auratus","'Aug. 2","Junius Henderson",'1905-08-02,,"by numerous gullies cut from top of mesa to base. Bright clear comfortable morning. Heard {{taxon|Colaptes auratus|flickers}} calling and {{taxon|Euphagus cyanocephalus|Brewer’s blackbirds}} singing as I worked. 

	Station 4. RR out just around point",,,"United States of America",US,Colorado,,,"Florissant, Colorado","Florissant, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-9-B,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/9?oldid=3614101",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Brewer’s blackbirds","Euphagus cyanocephalus","'Aug. 2","Junius Henderson",'1905-08-02,,"mfortable morning. Heard {{taxon|Colaptes auratus|flickers}} calling and {{taxon|Euphagus cyanocephalus|Brewer’s blackbirds}} singing as I worked. 

	Station 4. RR out just around point E. of Florissant. Leaves plentiful in a narrow stratum half way ",,,"United States of America",US,Colorado,,,"Florissant, Colorado","Florissant, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-11-A,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/11?oldid=3575106",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,western,"Sialia mexicana","'Aug. 3","Junius Henderson",'1905-08-03,,"emainder of the fossils at station 4 and brought them down. 

The bluebirds here are either {{taxon|Sialia mexicana|western}} or {{taxon|Sialia mexicana bairdi|chestnut backed}}, instead of {{taxon|Sialia currucoides|mountain bluebirds}}. Saw a {{tax",,,"United States of America",US,Colorado,,,"Florissant, Colorado","Florissant, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-11-B,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/11?oldid=3575106",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"chestnut backed","Sialia mexicana bairdi","'Aug. 3","Junius Henderson",'1905-08-03,,"m down. 

The bluebirds here are either {{taxon|Sialia mexicana|western}} or {{taxon|Sialia mexicana bairdi|chestnut backed}}, instead of {{taxon|Sialia currucoides|mountain bluebirds}}. Saw a {{taxon|Circus cyaneus|Marsh Hawk}}, {{taxon|Sayornis say",,,"United States of America",US,Colorado,,,"Florissant, Colorado","Florissant, Colorado",,,,,,,,,,,,,,,,,,
